wordId,docId_list
133166,"16,31,1,19,5,4,41,26,11,23,18,27,20,15,0,34,21,12,3"
133167,"26,12"
133168,36
133169,36
13317,0
133170,36
133171,"23,0"
133172,1
133173,"43,16,1,4,30,26,15,0,34,39,3,2"
133174,"30,14,8"
133175,"43,16,31,37,1,40,4,30,26,6,18,22,20,0,44,21,12,13,3,2,9"
133176,9
133177,9
133178,13
133179,"28,43,16,31,37,1,32,19,5,40,4,30,41,26,11,23,6,17,14,18,8,22,27,10,24,35,42,20,15,0,44,36,33,25,7,34,39,21,12,13,3,2,9"
13318,23
133180,23
133181,"41,2"
133182,"26,6,17,9"
133183,"43,31,1,41,9"
133184,0
133185,9
133186,"43,41"
133187,0
133188,"40,4,25,2,9"
133189,18
13319,0
133190,"4,30,41,26,24,13,9"
133191,0
133192,0
133193,5
133194,"31,38,0,12"
133195,"26,3"
133196,0
133197,"1,26,33,12"
133198,"43,32,4,30,14,15,33,2"
133199,36
1332,21
13320,0
133200,0
133201,0
133202,"43,23,2"
133203,"43,16,4,41,11,6,15,0,44,12"
133204,2
133205,"41,27,12"
133206,"12,3"
133207,2
133208,"16,1,32,5,4,30,41,26,11,23,14,24,20,15,0,44,36,7,34,21,12,3,2"
133209,2
13321,0
133210,12
133211,12
133212,"5,23"
133213,2
133214,44
133215,"28,43,16,31,1,32,40,4,30,41,26,11,23,6,17,14,20,15,44,33,34,21,12,13,3,2,9"
133216,23
133217,0
133218,"43,31,32,4,41,26,6,17,24,15,0,34,12,13,2,9"
133219,24
13322,0
133220,9
133221,"28,19,6"
133222,9
133223,"28,43,31,19,4,41,26,24,15,34,13,2,9"
133224,2
133225,41
133226,"43,41,14,34,2"
133227,36
133228,"0,12"
133229,12
13323,0
133230,12
133231,0
133232,"34,9"
133233,"28,6,17,36"
133234,1
133235,"28,43,16,1,19,4,41,11,23,6,17,24,15,0,34,12,3,2,9"
133236,2
133237,34
133238,24
133239,41
13324,"28,43,31,1,19,40,30,23,17,14,22,35,20,0,34,21,3,2,9"
133240,41
133241,"43,31,1,32,19,5,4,30,41,6,14,24,35,15,44,36,33,34,12,3,9"
133242,"43,16,31,19,30,41,26,23,6,10,20,15,36,33,34,12,13,2"
133243,14
133244,9
133245,"28,43,31,37,1,32,19,5,4,30,41,26,11,23,6,17,27,15,44,34,3,2,9"
133246,"41,26,44,34,2"
133247,"26,2"
133248,"43,16,31,1,32,19,4,30,41,26,23,6,17,14,18,27,20,15,0,44,36,29,25,34,12,3,2,9"
133249,43
13325,35
133250,"28,43,16,31,37,1,19,5,40,4,30,38,41,11,23,6,14,18,8,22,27,24,35,42,20,0,44,36,33,29,25,7,34,39,12,13,3,2,9"
133251,2
133252,2
133253,"31,27,21,3"
133254,5
133255,36
133256,6
133257,9
133258,8
133259,"27,44,21"
13326,2
133260,3
133261,7
133262,3
133263,"16,1,32,23,24,42,0,33,12,2"
133264,36
133265,12
133266,"26,27,21"
133267,2
133268,"31,4,23,33"
133269,"6,24,33,13"
13327,43
133270,9
133271,"32,18,3,9"
133272,9
133273,"19,41,11"
133274,12
133275,"43,19,4,30,26,23,6,18,27,24,35,15,33,7,3,2,9"
133276,"18,3"
133277,3
133278,43
133279,"18,15,33,2,9"
13328,0
133280,"4,14"
133281,20
133282,4
133283,18
133284,18
133285,"1,41,11,34,3"
133286,41
133287,"1,7"
133288,0
133289,30
13329,20
133290,3
133291,"31,1,30,34"
133292,31
133293,9
133294,17
133295,26
133296,15
133297,"43,1,19,4,30,26,23,18,35,42,44,25,7,34,3"
133298,0
133299,"1,32,19,17"
1333,19
13330,3
133300,30
133301,0
133302,"30,42,33,2"
133303,"16,41,23,17,20,15,0,33,29,12"
133304,"43,31,1,32,19,40,30,41,23,18,22,42,20,15,0,33,7,34,12,13,3"
133305,0
133306,0
133307,"16,31,1,30,11,8,15,44,33,9"
133308,18
133309,18
13331,0
133310,18
133311,"41,23,8"
133312,"1,23"
133313,"31,30,18"
133314,31
133315,"1,32,5,26,23,6,39,21,3"
133316,"31,1,11,21,12"
133317,"31,1,30,6,18,35,33,34,39,3"
133318,"19,41,6,14,18,33,2"
133319,"16,14,21"
13332,0
133320,"4,41,26,14,13,2"
133321,"43,16,31,37,1,32,19,40,4,30,38,41,26,11,23,6,17,18,8,22,27,10,24,35,42,20,15,44,33,7,34,39,21,12,3,2,9"
133322,21
133323,21
133324,12
133325,"16,31,1,19,40,4,38,26,11,23,6,18,22,35,44,36,33,7,34,21,12,3,2,9"
133326,38
133327,"43,16,1,4,21,13,3,2"
133328,"6,12,9"
133329,"19,30,6"
13333,0
133330,18
133331,41
133332,44
133333,"0,34"
133334,"37,1,19,5,4,30,6,17,14,35,15,44,21,3,9"
133335,0
133336,31
133337,"17,9"
133338,"19,18,33"
133339,0
13334,0
133340,1
133341,"5,0"
133342,"31,1,0,25"
133343,"1,11,23,18,3,9"
133344,"1,19,30,11,23,18,8,15,33,3"
133345,19
133346,19
133347,0
133348,19
133349,"43,31,37,1,32,19,30,11,23,6,14,18,42,20,15,33,29,7,34,39,21,12,3,2"
13335,0
133350,1
133351,"43,31,1,32,4,30,14,18,42,3,2"
133352,2
133353,"43,31,37,1,32,19,5,18,24,35,42,15,0,7,21,12,3,9"
133354,"1,15,0"
133355,"19,23,6,17,22,44,3"
133356,0
133357,21
133358,0
133359,0
13336,23
133360,"31,41"
133361,"31,32,23,33,21"
133362,18
133363,18
133364,21
133365,"16,41"
133366,16
133367,"16,31,4,30,38,0,21,12,3,2"
133368,"31,32"
133369,"32,4,26,44"
13337,21
133370,0
133371,0
133372,"16,1,32,19,23,27,3,9"
133373,12
133374,"43,16,1,19,40,4,30,41,26,11,23,17,14,24,42,15,0,44,36,7,34,12,13,3,2,9"
133375,12
133376,36
133377,40
133378,9
133379,6
13338,"28,43,1,19,4,17,20,7,3,2"
133380,3
133381,"26,14,0,3,2"
133382,9
133383,"16,2"
133384,3
133385,0
133386,"19,24,0"
133387,"1,18,0,21"
133388,18
133389,"17,18,15,44,21,3,9"
13339,19
133390,"11,18,22"
133391,"1,19,41,26,17,14,24,0,44,12"
133392,1
133393,15
133394,15
133395,"43,1,5,23,17,18,15,36,12,2,9"
133396,"23,18"
133397,"11,18,8"
133398,"43,19,44,36"
133399,"8,21"
1334,19
13340,23
133400,"1,23"
133401,0
133402,0
133403,"16,41,26,11,0,44"
133404,16
133405,41
133406,"16,3"
133407,16
133408,12
133409,"32,9"
13341,2
133410,"43,1,5,41,26,11,23,18,0,12,2"
133411,9
133412,"1,3"
133413,0
133414,"43,16,31,1,32,19,4,30,41,26,11,23,6,17,14,18,8,35,42,20,15,0,44,36,33,7,34,21,12,3,2,9"
133415,"43,16,1,19,40,4,26,23,6,14,18,8,22,27,35,42,20,15,0,39,21,12,3,2,9"
133416,0
133417,"43,16,31,1,32,19,4,30,41,26,11,23,6,17,18,8,27,35,42,20,15,0,44,36,33,7,34,39,21,12,3,2,9"
133418,0
133419,0
13342,2
133420,0
133421,"43,16,31,32,19,4,30,23,22,42,15,0,21,12,3"
133422,0
133423,19
133424,"43,16,31,37,1,32,19,5,40,4,30,38,41,26,11,23,6,17,18,8,22,27,24,35,42,20,15,0,44,33,7,39,21,12,13,3,2,9"
133425,"0,44,3"
133426,0
133427,"43,16,31,1,32,19,5,4,30,41,26,11,23,6,17,18,8,22,35,42,20,15,44,33,7,39,21,12,3,2,9"
133428,"16,1,11,17,18,8,22,35,0,21,3,2"
133429,"16,1,19,11,22,24,0,29,21,3,9"
13343,"43,1,18,44,3"
133430,44
133431,"43,16,1,32,19,5,4,30,41,11,23,6,18,8,22,27,42,15,0,33,39,21,12,13,3,9"
133432,"43,31,23,18,8,24,42,20,15,39,3,2"
133433,34
133434,"22,39"
133435,0
133436,"0,12"
133437,"28,43,16,31,1,32,19,5,40,4,30,38,41,26,11,23,6,17,14,18,8,22,27,35,42,20,15,0,44,36,33,29,25,7,34,39,21,12,13,3,2,9"
133438,2
133439,"43,16,31,37,1,32,19,5,40,4,30,41,26,11,23,6,17,14,18,8,22,35,42,15,0,44,36,33,29,7,34,39,21,12,13,3,2,9"
13344,18
133440,23
133441,"22,39,13"
133442,"1,30,11,18,35,0,29,34,12,3"
133443,0
133444,12
133445,"43,16,31,1,32,19,4,30,11,18,8,22,35,42,15,33,29,7,34,39,12,3,2,9"
133446,"31,1,32,5,4,30,11,23,6,17,18,15,0,44,33,39,21,12,3"
133447,8
133448,"31,1,6,15,39,3"
133449,"31,17,18,35,34"
13345,8
133450,"1,19,5,11,15,7,21,12,3,9"
133451,0
133452,"43,1,19,40,41,17,18,22,42,15,33,34,21,3,2"
133453,"1,35"
133454,0
133455,"1,40,21,3,2"
133456,"16,1,23,17,18,22,21,12,3,9"
133457,"21,3"
133458,0
133459,18
13346,33
133460,2
133461,41
133462,23
133463,18
133464,3
133465,30
133466,18
133467,0
133468,22
133469,0
13347,3
133470,"1,32,19,5,11,23,18,22,0,33,21,12,3,9"
133471,"16,31,1,32,19,5,40,4,30,38,26,11,23,17,18,8,22,10,24,35,42,15,0,44,33,29,7,34,21,12,3,2,9"
133472,34
133473,32
133474,"32,19,17,10,44,34,12,9"
133475,"31,32"
133476,"37,10,39,9"
133477,39
133478,5
133479,0
13348,19
133480,23
133481,23
133482,"26,0"
133483,0
133484,"1,19,30,23,18,15,0,34,21,2"
133485,2
133486,0
133487,"10,0,34,9"
133488,42
133489,2
13349,0
133490,31
133491,12
133492,12
133493,12
133494,"28,43,16,31,37,1,32,19,5,40,4,30,38,41,26,11,23,6,17,14,18,8,22,27,10,24,35,42,20,15,0,44,36,33,29,25,7,34,39,21,12,13,3,2,9"
133495,4
133496,14
133497,12
133498,"28,43,23,6,15"
133499,15
1335,"1,19,41,18,22,15,44,21"
13350,17
133500,0
133501,"28,43,16,31,37,1,32,19,40,4,30,38,41,26,11,6,17,14,18,8,22,27,10,24,20,15,0,44,33,29,25,7,34,39,12,13,3,2,9"
133502,12
133503,26
133504,"16,32,19,23,8,35,20,0,34,9"
133505,14
133506,2
133507,"16,1,19,30,26,11,6,18,22,20,15,0,36,7,34,3"
133508,14
133509,0
13351,"23,0"
133510,12
133511,"41,10,0,44,34,12,2"
133512,20
133513,"28,43,31,1,32,19,4,30,41,23,6,14,18,24,15,33,34,9"
133514,"43,31,1,32,19,5,4,30,41,26,23,6,17,14,18,8,22,24,35,15,44,33,25,7,34,12,3,2,9"
133515,23
133516,23
133517,2
133518,39
133519,"43,31,19,4,30,23,6,18,44,33,7"
13352,0
133520,"41,42,20,0"
133521,"26,0"
133522,41
133523,0
133524,0
133525,0
133526,0
133527,0
133528,0
133529,34
13353,0
133530,"43,31,32,19,4,14,24,20,0,9"
133531,"28,43,4,41,17,14,24,15,2,9"
133532,"43,1,32,40,30,26,17,18,15,33,7,12,3,2"
133533,"16,1,26,11,18,33,12,3,2"
133534,39
133535,"0,7"
133536,"31,1,40,26,0,12,3"
133537,"43,4,30,14,0"
133538,"43,1,19,26,18,44,12,3"
133539,"43,4,41,11,14,9"
13354,"41,34,12,2"
133540,6
133541,41
133542,"43,3"
133543,"43,4,41,20,15,0,44,7,12,3"
133544,"32,30,41,11,22,0,39,3,9"
133545,"1,40,11,6,17,35,20,39,9"
133546,9
133547,39
133548,39
133549,"1,32,26,11,44,39"
13355,39
133550,"24,33"
133551,0
133552,0
133553,0
133554,"41,0,33,9"
133555,"43,31,30,41,26,11,23,6,18,35,15,0,44,33,34,3,2,9"
133556,12
133557,12
133558,"23,6,18,0"
133559,0
13356,39
133560,"31,37,32,41,35,15,0,21,12,3"
133561,"33,21,3,9"
133562,"43,35"
133563,"16,31,1,32,19,23,6,18,12,3,2,9"
133564,0
133565,"43,16,31,1,32,19,30,26,23,6,18,35,33,7,34,21,12,3"
133566,"28,11,18,34,3"
133567,0
133568,"28,31,1,32,30,11,23,10,0,33,34,39,12,3,2,9"
133569,"43,31,32,30,9"
13357,39
133570,"1,44,12,3"
133571,"1,11,3"
133572,"16,1,30,26,23,6,8,24,0,21,2"
133573,0
133574,"28,43,16,31,1,32,19,5,40,4,30,38,41,26,11,23,6,17,14,18,8,22,27,10,24,20,15,44,33,25,7,34,21,12,13,3,2,9"
133575,"28,43,16,31,1,32,19,40,4,30,41,26,11,23,6,17,14,18,27,24,35,20,15,0,44,33,25,7,34,12,13,3,2,9"
133576,24
133577,"43,16,40,26,11,23,8,24,15,12,2"
133578,40
133579,11
13358,39
133580,"43,16,31,1,32,19,4,30,41,11,23,6,18,8,22,27,15,44,33,29,7,39,12,3,9"
133581,"43,19,4,6,18,7,2"
133582,0
133583,0
133584,12
133585,"43,16,1,19,41,11,23,22,10,42,15,0,33,7,21,12,3,2"
133586,"16,1,19,4,11,23,8,22,24,42,33,21,3"
133587,"16,23,22"
133588,16
133589,4
13359,0
133590,0
133591,"17,24"
133592,0
133593,"43,16,1,19,4,30,11,18,22,44,7,3"
133594,"28,43,16,31,37,1,32,19,5,40,4,41,26,11,23,6,14,18,27,24,35,15,44,33,21,13,3,2,9"
133595,"43,31,1,32,19,5,4,30,23,6,17,18,8,27,24,35,15,44,36,33,7,13,3,9"
133596,"43,37,19,4,26,17,14,8,10,24,44,36,2"
133597,"43,31,26,23,18,10,7,3"
133598,12
133599,"32,30,26,33"
1336,18
13360,0
133600,0
133601,0
133602,0
133603,0
133604,0
133605,0
133606,0
133607,0
133608,"11,18,2,9"
133609,"16,31,1,32,19,4,30,41,23,6,8,42,20,15,33,29,34,3,2,9"
13361,"19,4,11,3"
133610,12
133611,"43,16,31,19,4,30,23,6,17,8,15,44,34,21,3,9"
133612,3
133613,2
133614,"43,32,19,17,14,10,33,34,12"
133615,"43,15"
133616,15
133617,19
133618,"4,23,18,10,20,34"
133619,"19,18,8,44,36,21"
13362,21
133620,19
133621,"43,16,19,40,4,11,23,17,18,10,42,15,44,29,34,21,12,3,9"
133622,"28,31,37,1,32,19,23,18,8,24,42,21,3,2,9"
133623,37
133624,9
133625,15
133626,"30,8,24,42,15,29,12"
133627,"19,41,11,23,18,24,15,39,9"
133628,"19,18,15,12,3"
133629,"1,32,19,40,30,6,8,15,12,3,9"
13363,0
133630,34
133631,"31,30,26,11,18,33,34,3"
133632,"31,1,32,19,30,26,11,23,18,20,44,33,29,7,3,9"
133633,"31,1,32,19,5,40,4,41,26,11,23,18,8,24,35,15,0,44,33,7,39,21,12,3,2"
133634,"43,16,31,1,32,19,40,4,30,26,11,23,17,18,8,42,15,0,44,33,29,25,7,34,39,21,3,2,9"
133635,"16,1,32,19,4,26,23,27,15,44,3"
133636,"32,4,11,18,0,39,13,3"
133637,4
133638,0
133639,"1,23,17,22,20,0,44,33,3"
13364,13
133640,"43,31,1,32,19,40,30,41,26,11,23,14,18,8,22,27,24,15,44,33,34,21,13,3,2,9"
133641,"4,30"
133642,"22,33,21"
133643,"6,3"
133644,31
133645,"43,31,1,32,19,4,11,6,15,44,3"
133646,"43,19,30,23,22,35,33,3,2,9"
133647,31
133648,"43,16,31,37,1,32,19,40,4,30,38,41,26,11,23,17,18,22,42,15,44,33,34,21,12,13,3,2,9"
133649,"31,1,32,40,30,11,17,15,44,33,7,34,39,21,3,2,9"
13365,0
133650,12
133651,"28,43,16,31,1,32,19,40,4,30,41,11,17,27,20,15,0,44,36,33,34,21,3,2,9"
133652,"31,30,11,14,44,2"
133653,43
133654,34
133655,14
133656,0
133657,0
133658,0
133659,0
13366,12
133660,0
133661,"31,1,32,19,4,30,11,6,22,20,15,44,33,34,21,12,3,9"
133662,0
133663,0
133664,"43,31,1,32,19,4,30,11,23,17,18,8,22,24,35,15,34,21,12,3,2"
133665,10
133666,10
133667,"31,1,30,11,22,10,0,34,3"
133668,"1,4,26,11,22,9"
133669,0
13367,0
133670,"16,32,4,30,26,23,27,0,33,34,12,3"
133671,12
133672,3
133673,36
133674,0
133675,0
133676,0
133677,0
133678,0
133679,0
13368,"0,9"
133680,14
133681,39
133682,"16,1"
133683,"0,12"
133684,12
133685,0
133686,35
133687,1
133688,18
133689,"18,34"
13369,0
133690,31
133691,"20,0"
133692,"37,23"
133693,23
133694,23
133695,23
133696,23
133697,"14,2"
133698,"4,14"
133699,0
1337,"19,4,18,22,35,15,44,21"
13370,0
133700,"4,14"
133701,4
133702,12
133703,9
133704,36
133705,0
133706,"19,0,44,34,3,2"
133707,0
133708,"19,3,2"
133709,0
13371,2
133710,33
133711,"0,44"
133712,"43,33"
133713,0
133714,"11,20,0,44,7,12,13,3"
133715,"0,34"
133716,11
133717,36
133718,2
133719,14
13372,14
133720,"28,43,1,32,4,41,26,11,6,14,18,8,24,20,15,0,44,7,34,12,3,2,9"
133721,0
133722,"43,16,31,1,32,4,30,41,26,11,6,17,14,18,8,24,42,15,0,44,33,34,21,3,2,9"
133723,"35,3"
133724,0
133725,"32,41,6,15,0,12"
133726,18
133727,"28,16,31,32,41,26,11,23,18,10,24,20,15,33,13,3,2,9"
133728,9
133729,18
13373,"18,2"
133730,"4,44,33"
133731,"31,32,19,4,41,23,6,17,14,18,24,15,0,3,9"
133732,12
133733,"43,40,6,8,44,36,33,34,3,2"
133734,"19,4,24"
133735,33
133736,"32,33,3"
133737,"43,1,19,6,8,24"
133738,"43,41,6,2"
133739,"31,18,27,20,0,44,12,9"
13374,0
133740,11
133741,"6,33,9"
133742,2
133743,12
133744,"28,30,41,26,11,18,27,15,44,2"
133745,"26,2"
133746,2
133747,12
133748,12
133749,"36,33"
13375,0
133750,"31,11,6,9"
133751,"0,12"
133752,"43,31,1,19,40,41,26,6,18,24,15,44,33,12,3,9"
133753,0
133754,"43,31,1,32,19,23,18,22,36,12,3,2"
133755,12
133756,"43,31,1,32,19,40,30,41,26,6,18,15,0,13,3,9"
133757,"43,19,6,18,7,3"
133758,"0,12,2"
133759,0
13376,"19,2"
133760,"30,41,34"
133761,0
133762,"28,43,30,41,26,11,0,34,3,2,9"
133763,24
133764,"4,14,24"
133765,"4,0,3"
133766,34
133767,34
133768,0
133769,"1,4,41,9"
13377,11
133770,13
133771,0
133772,36
133773,36
133774,"43,16,31,1,40,41,11,23,14,18,24,20,0,44,34,21,12,3,9"
133775,0
133776,"43,16,31,32,19,4,38,41,26,17,14,10,42,44,3,2,9"
133777,41
133778,0
133779,"31,30,41,26,11,14,0,2,9"
13378,11
133780,0
133781,"18,20"
133782,"16,1,19,40,41,26,11,17,14,18,22,42,20,15,0,44,33,7,34,21,12,3,2,9"
133783,11
133784,"0,12"
133785,0
133786,"4,12"
133787,0
133788,"28,43,1,4,26,0,44,34,12,3,2"
133789,0
13379,"0,2"
133790,"40,11,22,20,44,12,2"
133791,0
133792,0
133793,"28,43,16,37,1,41,26,14,27,20,15,0,44,36,39,12,2,9"
133794,0
133795,"16,26,12,3,2"
133796,0
133797,17
133798,0
133799,41
1338,"19,4,18,22,15,44,29,39,21"
13380,18
133800,0
133801,"36,2"
133802,"1,26,0,3,2"
133803,"20,0"
133804,0
133805,0
133806,14
133807,"43,16,31,1,19,4,30,26,11,23,6,17,14,22,10,24,35,20,15,0,33,25,12,3,2"
133808,0
133809,3
13381,0
133810,0
133811,"43,16,31,1,32,19,4,30,41,11,23,6,14,24,35,15,44,7,34,21,3,2,9"
133812,27
133813,"12,3"
133814,"31,1"
133815,"43,31,37,4,30,41,26,23,6,14,18,35,20,15,44,34,39,3,2"
133816,17
133817,17
133818,17
133819,17
13382,"44,3"
133820,"28,43,16,31,37,1,32,19,5,40,30,41,26,11,6,17,14,18,8,27,10,24,35,42,20,15,0,44,36,33,25,7,34,12,13,3,2,9"
133821,0
133822,"26,12"
133823,23
133824,"0,12"
133825,"0,12"
133826,"4,0,34,3,9"
133827,"4,14,24,7,2,9"
133828,7
133829,12
13383,0
133830,4
133831,"43,16,1,4,26,18,24,42,0,34,2,9"
133832,44
133833,0
133834,"43,16,31,1,32,26,11,6,20,0,44,33,34,12,3,2,9"
133835,0
133836,9
133837,19
133838,"1,41,11,14,24,0,12,2"
133839,"4,26,24,0,2"
13384,0
133840,"43,44"
133841,0
133842,"6,2"
133843,"31,32,11,17,20,0,34,12,2,9"
133844,"43,11"
133845,"43,4,11,3"
133846,2
133847,0
133848,0
133849,"43,16,1,19,38,41,26,11,17,24,20,15,44,36,7,12,13,3,2,9"
13385,"41,0"
133850,"0,12"
133851,11
133852,36
133853,36
133854,"4,26,11,15,0,7,34,12,3,2,9"
133855,9
133856,0
133857,"31,23,24,34"
133858,"41,26,24,13"
133859,0
13386,0
133860,0
133861,11
133862,"43,41"
133863,20
133864,0
133865,"43,31,1,32,4,30,41,26,23,6,14,18,24,42,20,15,0,44,36,34,12,3,2,9"
133866,"0,34,12"
133867,"43,31,1,32,40,4,41,26,11,17,14,20,15,36,12,3,2,9"
133868,0
133869,12
13387,0
133870,36
133871,36
133872,"43,31,32,4,30,41,26,23,6,17,18,15,0,34,12,3,2,9"
133873,"43,26,0,34"
133874,"43,31,41,6,14,24,20,0,44,36,34,9"
133875,0
133876,12
133877,"31,30,2"
133878,31
133879,"28,43,16,31,1,32,19,40,4,30,41,26,11,23,6,17,14,18,8,24,35,15,0,33,21,13,3,2,9"
13388,0
133880,12
133881,0
133882,0
133883,"1,19,24,12"
133884,"16,40,4,41,11,9"
133885,"30,2"
133886,0
133887,0
133888,12
133889,12
13389,"4,26"
133890,12
133891,36
133892,36
133893,"28,43,16,31,1,40,4,41,26,23,17,14,18,22,24,15,0,44,25,34,39,12,3,2,9"
133894,12
133895,4
133896,"4,23,18,15,0,3"
133897,4
133898,"16,15,0,9"
133899,32
1339,1
13390,"0,12,3"
133900,"43,16,32,4,41,26,17,14,18,27,10,24,15,0,25,34,39,12,2,9"
133901,"16,31,5,41,17,18,24,20,15,34,12"
133902,0
133903,18
133904,0
133905,2
133906,"4,14"
133907,32
133908,"28,43,31,1,19,4,30,26,11,23,6,17,14,18,10,42,15,0,44,36,7,12,3,2"
133909,18
13391,1
133910,0
133911,12
133912,"31,1,17,15,0"
133913,"40,15"
133914,0
133915,2
133916,"31,32,40,4,30,41,26,6,14,18,27,24,42,15,0,44,12,2,9"
133917,18
133918,"30,11,14,33"
133919,18
13392,"19,26,0"
133920,36
133921,"14,15,0"
133922,0
133923,"11,17,44"
133924,"1,44,2"
133925,"3,2"
133926,"16,39"
133927,"1,33"
133928,"16,4,23,6,20,0,12,2,9"
133929,0
13393,23
133930,23
133931,2
133932,2
133933,"44,2"
133934,12
133935,"16,19,40,4,41,26,11,17,15,36,33,21,12,2,9"
133936,26
133937,15
133938,0
133939,26
13394,3
133940,36
133941,"28,43,31,1,32,4,30,41,26,11,6,17,14,18,24,33,34,3,2,9"
133942,4
133943,"28,43,31,4,41,26,18,2"
133944,"16,3"
133945,12
133946,12
133947,12
133948,12
133949,36
13395,"1,35,12,3"
133950,"41,36"
133951,"40,41"
133952,"41,14,3"
133953,43
133954,40
133955,"28,41,14,13,2"
133956,13
133957,41
133958,"43,41,26,25,2"
133959,14
13396,"1,3"
133960,"43,0,36"
133961,"6,14,18"
133962,14
133963,12
133964,12
133965,12
133966,12
133967,"32,26,11,2"
133968,14
133969,"32,11"
13397,1
133970,"43,31,1,32,40,4,30,41,23,6,17,18,27,15,12,3,2,9"
133971,36
133972,0
133973,0
133974,0
133975,12
133976,"31,32,11,15,0,34,12,3,2"
133977,0
133978,0
133979,"0,12"
13398,3
133980,"31,32,30,35,33,34,12,13"
133981,"31,32,41,12"
133982,"14,18,33,12"
133983,0
133984,"16,4"
133985,39
133986,12
133987,12
133988,36
133989,"28,43,16,31,1,19,4,30,26,11,23,14,8,22,10,42,20,0,44,36,7,34,39,21,12,3,2,9"
13399,21
133990,23
133991,9
133992,2
133993,2
133994,19
133995,2
133996,9
133997,12
133998,19
133999,14
134,43
1340,21
13400,44
134000,"30,18"
134001,9
134002,16
134003,34
134004,2
134005,2
134006,18
134007,0
134008,43
134009,43
13401,0
134010,"28,43,16,1,19,4,23,27,35,42,0,39,21,12,3,2,9"
134011,26
134012,41
134013,9
134014,2
134015,"16,31,1,32,40,4,30,26,11,14,0,44,33,25,7,34,12,3,2,9"
134016,2
134017,12
134018,2
134019,"16,1,40,11,6,17,14,22,24,0,33,34,21,12,3,2,9"
13402,0
134020,"0,12"
134021,0
134022,0
134023,0
134024,12
134025,0
134026,0
134027,12
134028,0
134029,0
13403,25
134030,36
134031,"16,19,26,6"
134032,"28,43,16,31,1,32,19,40,4,30,26,23,6,17,14,18,24,15,36,33,25,34,2,9"
134033,36
134034,33
134035,33
134036,33
134037,9
134038,23
134039,"23,34,12,9"
13404,12
134040,31
134041,"4,34,9"
134042,2
134043,2
134044,16
134045,"20,3"
134046,1
134047,30
134048,"43,5,23"
134049,"43,5,23,8"
13405,"7,3"
134050,"31,30"
134051,"16,31,1,32,19,5,30,26,11,17,8,22,10,20,15,0,44,33,7,34,12,3,2,9"
134052,11
134053,"43,31,32,4,30,41,26,20,15,0,36,33,34,12,3"
134054,9
134055,33
134056,26
134057,3
134058,"1,34,3"
134059,"11,3"
13406,23
134060,"1,3"
134061,31
134062,12
134063,20
134064,18
134065,18
134066,"28,16,19,5,38,26,11,23,8,35,34,3,9"
134067,2
134068,"5,23,8,2"
134069,"5,23"
13407,"19,0"
134070,5
134071,5
134072,"19,23,8,21"
134073,"8,9"
134074,19
134075,8
134076,"43,37,1,19,30,23,8,24,44,34,21"
134077,"41,23,17,18,15"
134078,"41,26,18,8,15"
134079,"31,32,30,41,11,23,18,15"
13408,"32,30,18,22,20,0,44,39,3"
134080,"16,19,40,11,17,18,15,44,36,21,13,2,9"
134081,"19,4,17,18,44,2"
134082,2
134083,"31,19,40,4,38,26,23,18,15,44,36,21,3"
134084,19
134085,"43,1,11,18,7,21,3,2"
134086,"1,44,21,13,3"
134087,"14,18"
134088,"1,35,21"
134089,"19,30,14,22,0,36,33,34,2,9"
13409,0
134090,"19,14,22,2,9"
134091,"19,22"
134092,"32,36,2"
134093,"43,16,31,1,32,19,40,4,30,38,41,26,11,23,17,14,18,22,24,35,20,15,44,36,33,7,34,39,21,13,3,2,9"
134094,1
134095,"26,44,12"
134096,19
134097,"43,1,6,42,15,34,12,13,3"
134098,1
134099,"43,31,1,32,40,4,30,38,26,6,17,18,15,44,33,21,3,2"
1341,"19,18,22,15,21"
13410,"34,12"
134100,36
134101,"37,1,4,3,9"
134102,"3,9"
134103,21
134104,26
134105,8
134106,23
134107,18
134108,21
134109,"15,2"
13411,"4,0"
134110,14
134111,"34,2"
134112,3
134113,18
134114,0
134115,"1,11,23,35,0,21"
134116,21
134117,"1,23,8,35,34,3"
134118,3
134119,"31,1,6,8,35,33,3"
13412,"1,18,3"
134120,"43,8,35,3"
134121,34
134122,22
134123,39
134124,39
134125,0
134126,"23,3"
134127,19
134128,19
134129,"19,8"
13413,21
134130,1
134131,18
134132,30
134133,23
134134,43
134135,"19,26"
134136,40
134137,"43,6"
134138,"26,33"
134139,"43,16,37,1,32,19,5,40,4,30,38,41,26,11,23,6,17,14,18,8,22,10,35,20,15,44,36,33,34,21,12,3,2,9"
13414,21
134140,23
134141,21
134142,"1,32,19,30,11,23,14,18,8,22,34,21,3,9"
134143,33
134144,"43,1,19,11,18,25,3"
134145,18
134146,33
134147,19
134148,"31,1,19,5,30,23,18,8,35,20,44,39,21,3,9"
134149,18
13415,12
134150,14
134151,0
134152,"4,30,23,14,18,8,20,0,36,7,34,12,3,2"
134153,14
134154,22
134155,"3,2"
134156,8
134157,"18,8"
134158,"14,34"
134159,43
13416,0
134160,43
134161,43
134162,12
134163,"33,34"
134164,0
134165,"1,26,23,34,12,9"
134166,"23,12"
134167,43
134168,12
134169,12
13417,12
134170,"28,43,16,31,1,32,19,5,40,4,30,41,26,11,23,6,17,14,18,8,22,24,35,42,20,15,0,44,36,33,25,7,34,39,21,12,13,3,2,9"
134171,12
134172,23
